Supplementary Table 6. LOH events in 109 significantly enriched genes across 2,642 PCAWG samples																																																																																																														
																																																																																																														
Sample	Histology_abbreviation	AAGAB	ABCA7	ABCC11	ABCG5	ACADM	ALB	ALPL	ALS2	AMPD1	AMPD3	AP4B1	ASAH1	ASPN	ATM	ATP7B	BEST1	BRCA1	BRCA2	BUB1B	C2orf71	C8A	C9	CALCR	CASP10	CD36	CHRNA5	COL18A1	CPT2	CRAT	CRB1	CSF2RB	CUBN	CYP1B1	DHCR7	DMPK	DNAH11	DNAH5	DNASE1	DUOX2	ECM1	EPB42	ESR2	EYS	FAH	FAM111A	FLG2	FREM2	FYCO1	G6PC	GJB2	GPR98	GSS	GUCY2C	HFM1	HMCN1	IFIH1	IL31RA	IQCE	KREMEN1	LDB3	LIPH	LRRK2	LZTR1	MEFV	METTL23	MIPEP	MMAA	MVD	MVK	NOD2	OTOG	PADI3	PADI4	PAH	PAX4	PEX1	PEX6	PHYH	PKHD1	PLEKHG2	PLOD3	PPP2R1B	PROZ	PRSS12	PTGDR	SCN11A	SEC31A	SEPN1	SERPINB8	SI	SLC22A12	SLC26A8	SLCO1B3	SP110	STAG3	SURF1	TENM4	TEX11	TGIF1	TGM3	TNFRSF13B	TTC18	TYRP1	UPB1	USH1C	VWA3B	WDR52	ZFYVE26	ZP1
18405e90-5663-4bf6-a93e-eb84613a8d4c	Kidney-RCC	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1845bc27-c3d3-4254-909c-2dc91f9e296b	Lung-SCC	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0
186fabc6-490c-4d90-ad23-ce9ad326fc1b	Lung-SCC	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0
187477fa-c623-11e3-bf01-24c6515278c0	Liver-HCC	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
189c8ed8-929f-4467-9293-0236815e1167	Ovary-AdenoCA	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	0
18cbfd97-64ec-4de4-85cd-a73e72f2f44e	CNS-PiloAstro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19377b75-2422-4e82-8151-8af241f7d4ba	Prost-AdenoCA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
194434ed-46e0-4ce9-9f8f-38593d2d09c7	CNS-Oligo	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19460d49-3991-4027-a88b-91d60882c153	Panc-AdenoCA	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0
195bfb64-ed47-4d0b-8331-1c562bf12245	CNS-Medullo	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
19737521-c3e3-4497-9f06-560bf49c153b	Liver-HCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
197f4ab6-a624-4498-9dda-6f32fe80e6b0	Eso-AdenoCA	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0
198713cb-5a5b-48e0-b038-174b3159232d	Panc-AdenoCA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
19a66700-c623-11e3-bf01-24c6515278c0	Liver-HCC	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
19c1a21b-70ef-4a13-9c82-d4df73e144e5	Cervix-SCC	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1
1a1a5e25-4a1b-4573-8d3e-25869f434568	Skin-Melanoma	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0
1a42cc5e-c622-11e3-bf01-24c6515278c0	Liver-HCC	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0
1a76fdf3-aaf9-49d9-8f5a-41460fce7b6d	Panc-Endocrine	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1a7d7f6b-0bcc-4759-9239-e7c1a3ed9107	Panc-AdenoCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
1a9dd052-17c3-4a9d-a566-ad9f88b85428	Liver-HCC	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1ab4c2ea-c623-11e3-bf01-24c6515278c0	Liver-HCC	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
1abec81b-9e0f-40a6-9840-967ee0ab8b54	Ovary-AdenoCA	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0
1abf4b89-c2b1-4684-9ca9-e853b6a24d89	Ovary-AdenoCA	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0
1ad4b77f-216b-44dc-bd55-8ddc7c06414a	Panc-Endocrine	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1
1ad7677c-68e0-490e-b1f9-b061155807ea	Kidney-RCC	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1ae0766c-3d84-4403-a637-b8ae7b449559	Lymph-BNHL	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1ae33718-1576-4efa-9726-1f5e536d210a	Eso-AdenoCA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0
1b32d5df-080e-42df-a725-dbb98659e5c1	Lung-SCC	1	0	0	1	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0
1b4a88e7-ab45-4584-8824-c008d74bfbf1	Ovary-AdenoCA	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1
1b5d754c-f75b-490f-a73d-d9a12ad52400	CNS-Medullo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1b9510c5-d376-4af9-a043-707df3e4fc5c	Lymph-CLL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1ba20972-01a3-11e4-8395-af1f6b7ba88c	Liver-HCC	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1bbfeaa7-ec73-45fd-8527-771d952afd70	Stomach-AdenoCA	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0
1bc4b528-c623-11e3-bf01-24c6515278c0	Liver-HCC	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
1bc82d7b-32d5-4fd6-9a0f-747d533f75d4	Kidney-RCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1c06efa5-6885-49d5-af55-bb983dbc0f0d	CNS-Medullo	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1c227b84-ab6a-4459-ba1f-4deeb694bfcc	Panc-AdenoCA	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0
1c38848b-b948-49d7-8c2f-bfdcbcddd43f	Stomach-AdenoCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1c4c0193-231e-4559-b362-94c10bbd7f67	Thy-AdenoCA	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1
1c6abcc3-1a61-441a-921d-6d06f762c1a3	Thy-AdenoCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
1c6d0926-e635-4f26-97a6-642c012e930d	Breast-AdenoCA	1	0	1	0	0	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0
1cb15d42-2daf-49ca-ac77-cc098b10e093	Liver-HCC	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0
1ce3915a-b077-41af-9ad0-b8a81cd1199b	Head-SCC	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1ce7550a-c623-11e3-bf01-24c6515278c0	Liver-HCC	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0
1d0457cf-ec6a-42c0-98d7-2eb6d5f46ef1	Skin-Melanoma	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0
1d216427-35e1-405b-8c3c-0f4a2796f126	Kidney-RCC	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1d2f3226-f3c3-49a0-af57-b0664044fe51	Ovary-AdenoCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1d30c6b6-8486-4a8b-9025-50b1559ffe28	ColoRect-AdenoCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1d5b64bd-f901-4f03-95c8-db234cd459fd	Lung-AdenoCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1d607b8c-c7f2-4771-a515-21ea31f7c6e7	Eso-AdenoCA	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1
1d6dfc28-8a39-4976-868e-c78f96551048	Lung-SCC	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0
1d82038a-3a67-4b82-8e8d-5ba2c855b563	Kidney-ChRCC	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
